tanggal;kode;open_price;high_price;low_price;close_price;volume
2022-10-10;adro;1432.0714864925462;1432.0714864925462;1386.103759765625;1386.103759765625;107867500
2022-10-11;adro;1389.6397705078125;1396.711728627445;1375.4958542685472;1389.6397705078125;59752100
2022-10-12;adro;1400.247685546875;1432.0714965820312;1400.247685546875;1414.3916015625;101116400
2022-10-13;adro;1446.215601375447;1446.215601375447;1417.927765651722;1421.4637451171875;53264100
2022-10-14;adro;1414.3915644778483;1432.0714590338214;1396.711669921875;1396.711669921875;45091900
2022-10-17;adro;1396.7117016724867;1400.2476806640625;1379.031806714607;1400.2476806640625;42063700
2022-10-18;adro;1407.319563000931;1414.3915206039508;1357.8158597797928;1364.8878173828125;95622800
2022-10-19;adro;1361.3518969217937;1371.9598337809246;1343.6720021565754;1357.81591796875;69215500
2022-10-20;adro;1357.8159375;1414.3916015625;1354.2799584960937;1414.3916015625;119895500
2022-10-21;adro;1407.3196386472143;1421.463554613518;1396.7117016724867;1400.2476806640625;37327700
2022-10-24;adro;1403.7836546605947;1410.8556126185824;1382.567780786631;1386.103759765625;47873100
2022-10-25;adro;1375.4958178333402;1386.1037547317978;1357.8159230025774;1371.9598388671875;74608100
2022-10-26;adro;1371.9598752087309;1396.711728627445;1361.3519380292819;1389.6397705078125;73155800
2022-10-27;adro;1396.7117646950574;1421.4636187529445;1386.1038272416772;1407.3197021484375;81920000
2022-10-28;adro;1414.391559103261;1414.391559103261;1379.0317701256795;1382.5677490234375;54061300
2022-10-31;adro;1393.1757855439307;1407.3197021484375;1386.1038272416772;1407.3197021484375;76758600
2022-11-01;adro;1393.175919921875;1393.175919921875;1315.38437109375;1325.9923095703125;175308100
2022-11-02;adro;1325.9922782367562;1350.7441340971757;1304.7764017849681;1322.456298828125;101047500
2022-11-03;adro;1322.456330078125;1347.2081865234375;1318.9203505859375;1325.9923095703125;57965500
2022-11-04;adro;1318.9203505859375;1340.1362275390625;1311.8483916015625;1325.9923095703125;84299700
2022-11-07;adro;1325.9921957867575;1354.280029296875;1318.920237409228;1354.280029296875;74309100
2022-11-08;adro;1343.672115244764;1343.672115244764;1318.920260490255;1329.5281982421875;71681200
2022-11-09;adro;1304.7762078924495;1315.3841445419816;1283.5603345933853;1287.0963134765625;117969800
